MSFT (Microsoft Corporation),204.01,-4.03
Jul 16 2020 @ 13:53 ET,Bid,204.03,Ask,204.04,Size,1x3,Vol,10527616
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Vol,IV,Delta,Gamma,Open Int,Strike,Puts,Last Sale,Net,Bid,Ask,Vol,IV,Delta,Gamma,Open Int
08/07/2020,MSFT200807C00215000,4.45,-1.3,4.4,4.55,387,0.4335,0.3306,0.0166,1706,215.000,MSFT200807P00215000,15.65,2.35,15.25,15.55,1,0.43,-0.671,0.0168,103
08/07/2020,MSFT200807C00217500,3.7,-1.175,3.7,3.8,88,0.4306,0.2914,0.0159,6263,217.500,MSFT200807P00217500,16.76,1.86,16.9,17.25,1,0.4223,-0.7139,0.016,41
08/07/2020,MSFT200807C00220000,3.18,-0.92,3.1,3.2,587,0.431,0.2553,0.0148,2679,220.000,MSFT200807P00220000,18.85,2.275,18.75,19.15,2,0.4207,-0.7508,0.015,9
08/07/2020,MSFT200807C00222500,2.63,-0.795,2.56,2.66,74,0.4294,0.2212,0.0138,479,222.500,MSFT200807P00222500,21.03,2.605,19.85,22.2,1,0.4249,-0.7814,0.0138,15
08/07/2020,MSFT200807C00225000,2.15,-0.7,2.12,2.22,121,0.429,0.191,0.0126,675,225.000,MSFT200807P00225000,16,0,22.7,23.25,0,0.4144,-0.8187,0.0127,11
08/07/2020,MSFT200807C00227500,1.78,-0.595,1.75,1.85,94,0.4301,0.1644,0.0115,188,227.500,MSFT200807P00227500,0,0,24.9,25.45,0,0.4209,-0.8414,0.0114,0
08/07/2020,MSFT200807C00230000,1.5,-0.465,1.48,1.54,182,0.4329,0.1419,0.0103,1644,230.000,MSFT200807P00230000,28.25,3.775,26.8,27.75,1,0.4149,-0.8693,0.0102,1
08/07/2020,MSFT200807C00232500,1.22,-0.425,1.26,1.29,10,0.4375,0.1228,0.0093,149,232.500,MSFT200807P00232500,21.29,0,28.7,29.8,0,0.3829,-0.91,0.0084,1
08/07/2020,MSFT200807C00235000,1.1,-0.28,1.05,1.11,44,0.4416,0.1062,0.0083,493,235.000,MSFT200807P00235000,0,0,31.75,32.25,0,0.4336,-0.8982,0.0082,0
08/07/2020,MSFT200807C00240000,0.8,-0.195,0.77,0.83,71,0.4528,0.0805,0.0066,721,240.000,MSFT200807P00240000,29.5,0,36.45,37.05,0,0.4483,-0.9218,0.0065,1
08/07/2020,MSFT200807C00245000,0.63,-0.13,0.56,0.64,82,0.4658,0.0619,0.0052,696,245.000,MSFT200807P00245000,40.75,0,41.4,41.9,0,0.48,-0.9319,0.0055,8
08/14/2020,MSFT200814C00165000,42.65,0,38.25,41.1,0,0.4821,0.9481,0.0038,16,165.000,MSFT200814P00165000,0.67,0.115,0.59,0.68,24,0.4814,-0.0517,0.0038,171
08/14/2020,MSFT200814C00170000,34.5,-3.9,33.8,36.35,2,0.4801,0.9211,0.0053,7,170.000,MSFT200814P00170000,0.99,0.17,0.89,0.97,7,0.4669,-0.0738,0.0052,67
08/14/2020,MSFT200814C00175000,30.21,-3.29,29.25,30.85,2,0.4209,0.9114,0.0066,13,175.000,MSFT200814P00175000,1.37,0.21,1.31,1.39,24,0.4522,-0.1029,0.0069,221
08/14/2020,MSFT200814C00180000,25.5,-3.525,25.1,26.25,12,0.4165,0.8694,0.0088,65,180.000,MSFT200814P00180000,2,0.33,1.94,2.04,55,0.4429,-0.1438,0.0089,245
08/14/2020,MSFT200814C00182500,24.1,-2.9,22.7,25.25,1,0.4428,0.8299,0.0099,14,182.500,MSFT200814P00182500,2.47,0.46,2.33,2.45,9,0.439,-0.1683,0.0099,66
08/14/2020,MSFT200814C00185000,21.75,-3.2,20.85,22.25,11,0.414,0.8144,0.0112,23,185.000,MSFT200814P00185000,2.92,0.51,2.83,2.94,1561,0.435,-0.1955,0.011,276
08/14/2020,MSFT200814C00187500,20.15,-2.8,18.85,21.2,1,0.4339,0.7734,0.012,3,187.500,MSFT200814P00187500,3.47,0.595,3.35,3.55,15,0.4317,-0.2257,0.0121,200
08/14/2020,MSFT200814C00190000,17.05,-3.925,17.05,19.1,11,0.4269,0.7423,0.0131,12,190.000,MSFT200814P00190000,4.13,0.705,4,4.2,51,0.4288,-0.2584,0.0131,895
08/14/2020,MSFT200814C00192500,16.25,-2.825,15.35,17.35,2,0.4244,0.7071,0.0141,4,192.500,MSFT200814P00192500,4.76,0.71,4.75,4.95,72,0.4265,-0.2938,0.014,437
08/14/2020,MSFT200814C00195000,14.76,-2.54,14.65,14.95,22,0.4276,0.668,0.0147,29,195.000,MSFT200814P00195000,5.77,1.02,5.6,5.75,56,0.4237,-0.3306,0.0148,314
08/14/2020,MSFT200814C00197500,13.25,-2.25,13.15,13.35,40,0.4237,0.63,0.0155,13,197.500,MSFT200814P00197500,6.65,1.125,6.5,6.7,54,0.4205,-0.3697,0.0156,260
08/14/2020,MSFT200814C00200000,11.68,-2.22,11.7,11.85,245,0.4225,0.5895,0.016,107,200.000,MSFT200814P00200000,7.7,1.25,7.6,7.75,30,0.4198,-0.4102,0.0161,600
08/14/2020,MSFT200814C00202500,10.48,-1.92,10.3,10.5,187,0.4206,0.5485,0.0163,229,202.500,MSFT200814P00202500,8.85,1.4,8.7,8.85,64,0.4168,-0.4514,0.0165,285
08/14/2020,MSFT200814C00205000,9.17,-1.83,9.05,9.2,326,0.4162,0.5071,0.0166,315,205.000,MSFT200814P00205000,10,1.45,9.9,10.1,41,0.4124,-0.4933,0.0168,657
08/14/2020,MSFT200814C00207500,7.99,-1.71,7.9,8.05,123,0.4145,0.4653,0.0166,538,207.500,MSFT200814P00207500,11.34,1.615,11.25,11.45,18,0.4103,-0.5351,0.0168,166
08/14/2020,MSFT200814C00210000,6.85,-1.625,6.8,6.95,228,0.4105,0.4241,0.0166,1054,210.000,MSFT200814P00210000,13.55,2.525,12.65,12.85,2,0.4079,-0.5767,0.0167,470
08/14/2020,MSFT200814C00212500,5.9,-1.475,5.85,6,89,0.4084,0.3838,0.0162,686,212.500,MSFT200814P00212500,14.29,1.84,14.2,14.4,1,0.4045,-0.6177,0.0164,520
08/14/2020,MSFT200814C00215000,5.05,-1.3,5,5.15,143,0.4038,0.3435,0.0158,1153,215.000,MSFT200814P00215000,13.52,0,15.05,16.3,0,0.3879,-0.6642,0.0163,161
08/14/2020,MSFT200814C00217500,4.24,-1.21,4.2,4.35,183,0.402,0.3061,0.0151,792,217.500,MSFT200814P00217500,17.13,0,16.7,18.1,0,0.3842,-0.7038,0.0156,23
08/14/2020,MSFT200814C00220000,3.6,-1.05,3.55,3.7,259,0.4009,0.2711,0.0143,986,220.000,MSFT200814P00220000,15.41,0,18.45,20.6,0,0.3966,-0.7315,0.0144,21
08/14/2020,MSFT200814C00222500,3,-0.95,3,3.15,58,0.4007,0.2389,0.0134,4916,222.500,MSFT200814P00222500,13.7,0,20.4,22.75,0,0.4012,-0.7609,0.0134,14
08/14/2020,MSFT200814C00225000,2.49,-0.835,2.51,2.63,96,0.3988,0.2087,0.0125,818,225.000,MSFT200814P00225000,24.47,3.52,22.3,24.75,10,0.3983,-0.7925,0.0125,26
08/14/2020,MSFT200814C00227500,2.06,-0.75,2.09,2.2,48,0.3983,0.1811,0.0115,208,227.500,MSFT200814P00227500,19.22,0,24.45,26.9,0,0.4012,-0.8173,0.0115,1
08/14/2020,MSFT200814C00230000,1.82,-0.54,1.75,1.85,63,0.3988,0.1571,0.0105,566,230.000,MSFT200814P00230000,28.82,3.97,26.7,29,10,0.4044,-0.8394,0.0105,21
08/14/2020,MSFT200814C00232500,1.42,-0.565,1.45,1.54,42,0.3993,0.135,0.0094,266,232.500,MSFT200814P00232500,0,0,28.65,31.35,0,0.401,-0.8637,0.0095,0
08/14/2020,MSFT200814C00235000,1.29,-0.385,1.23,1.3,29,0.4016,0.1171,0.0085,356,235.000,MSFT200814P00235000,28.08,0,32,33.65,0,0.4487,-0.8536,0.0089,3
08/14/2020,MSFT200814C00240000,0.92,-0.29,0.88,0.94,146,0.4076,0.0879,0.0068,477,240.000,MSFT200814P00240000,26.85,0,36.4,38.3,0,0.4527,-0.8862,0.0074,1
08/14/2020,MSFT200814C00245000,0.72,-0.18,0.67,0.73,187,0.4197,0.0687,0.0055,489,245.000,MSFT200814P00245000,40,0,41.15,42.8,0,0.4544,-0.9134,0.006,11
08/21/2020,MSFT200821C00145000,59.3,-3.35,59.15,59.45,15,0.6946,0.9507,0.0022,63,145.000,MSFT200821P00145000,0.23,-0.03,0.2,0.27,39,0.5369,-0.0179,0.0013,545
08/21/2020,MSFT200821C00150000,57.9,0,54.2,54.5,0,0.6302,0.9485,0.0026,43,150.000,MSFT200821P00150000,0.34,0.015,0.31,0.34,20,0.5161,-0.0246,0.0017,1540
08/21/2020,MSFT200821C00155000,49.45,-3.45,49.35,49.6,57,0.5778,0.9432,0.003,28,155.000,MSFT200821P00155000,0.5,0.075,0.43,0.46,17,0.4955,-0.0335,0.0023,1495
08/21/2020,MSFT200821C00160000,44.6,-3.5,43.8,44.95,16,0.5027,0.9446,0.0034,452,160.000,MSFT200821P00160000,0.65,0.075,0.61,0.64,47,0.4788,-0.0465,0.0032,1943
08/21/2020,MSFT200821C00165000,39.81,-3.34,39.65,40.15,2,0.5039,0.9193,0.0046,145,165.000,MSFT200821P00165000,0.88,0.095,0.86,0.89,88,0.4625,-0.0639,0.0042,1916
08/21/2020,MSFT200821C00170000,34.52,-3.93,34.85,35.55,15,0.4743,0.8996,0.0057,173,170.000,MSFT200821P00170000,1.26,0.165,1.23,1.26,174,0.4497,-0.0884,0.0056,1618
08/21/2020,MSFT200821C00175000,30.62,-3.33,30.55,30.95,30,0.4546,0.8707,0.0072,283,175.000,MSFT200821P00175000,1.77,0.235,1.77,1.8,337,0.4391,-0.1209,0.0071,3664
08/21/2020,MSFT200821C00180000,26.25,-3.175,26.3,26.55,71,0.4387,0.8318,0.0089,447,180.000,MSFT200821P00180000,2.5,0.35,2.51,2.54,1165,0.4304,-0.1624,0.0089,3358
08/21/2020,MSFT200821C00185000,21.95,-3.25,22.3,22.55,29,0.4296,0.7815,0.0107,481,185.000,MSFT200821P00185000,3.5,0.485,3.5,3.6,381,0.4239,-0.2145,0.0107,2992
08/21/2020,MSFT200821C00190000,18.69,-2.76,18.6,18.9,160,0.4201,0.7249,0.0124,1220,190.000,MSFT200821P00190000,4.9,0.75,4.85,4.9,477,0.4181,-0.2752,0.0124,9031
08/21/2020,MSFT200821C00195000,15.43,-2.47,15.3,15.4,218,0.4149,0.6547,0.0138,4685,195.000,MSFT200821P00195000,6.55,1,6.5,6.6,324,0.4133,-0.3435,0.0139,3270
08/21/2020,MSFT200821C00200000,12.4,-2.125,12.3,12.45,2538,0.4076,0.5835,0.0149,6344,200.000,MSFT200821P00200000,8.59,1.24,8.5,8.6,1036,0.4091,-0.4171,0.0148,6406
08/21/2020,MSFT200821C00205000,9.7,-1.925,9.7,9.8,1910,0.4027,0.5049,0.0154,3479,205.000,MSFT200821P00205000,10.96,1.46,10.9,11,1662,0.4029,-0.4936,0.0154,3611
08/21/2020,MSFT200821C00210000,7.45,-1.65,7.4,7.5,1435,0.3963,0.4276,0.0154,8847,210.000,MSFT200821P00210000,13.55,1.55,13.65,13.8,512,0.3975,-0.5706,0.0154,3262
08/21/2020,MSFT200821C00215000,5.58,-1.32,5.55,5.6,1358,0.389,0.3518,0.0149,5479,215.000,MSFT200821P00215000,16.9,2.05,16.8,16.95,62,0.3923,-0.6452,0.0148,1661
08/21/2020,MSFT200821C00220000,4.1,-1.05,4.05,4.15,2646,0.3846,0.2823,0.0137,12693,220.000,MSFT200821P00220000,21.07,2.945,20.25,20.5,10,0.39,-0.7117,0.0136,1382
08/21/2020,MSFT200821C00225000,2.96,-0.79,2.93,2.97,747,0.3816,0.2211,0.0121,10051,225.000,MSFT200821P00225000,24.65,3.025,24.05,24.4,6,0.3823,-0.7769,0.0121,948
08/21/2020,MSFT200821C00230000,2.11,-0.565,2.1,2.13,3147,0.3813,0.1705,0.0104,10479,230.000,MSFT200821P00230000,29.8,4.25,28.25,28.65,2,0.385,-0.8255,0.0104,61
08/21/2020,MSFT200821C00240000,1.12,-0.265,1.1,1.13,1265,0.3863,0.0998,0.0071,10088,240.000,MSFT200821P00240000,35.18,0,37.35,37.65,0,0.3997,-0.8913,0.0072,66
08/21/2020,MSFT200821C00250000,0.66,-0.115,0.65,0.66,1199,0.4049,0.0612,0.0047,9999,250.000,MSFT200821P00250000,46.8,2.875,46.9,47.15,200,0.4203,-0.9295,0.0049,11
08/21/2020,MSFT200821C00260000,0.4,-0.07,0.4,0.42,675,0.4237,0.0393,0.0031,5435,260.000,MSFT200821P00260000,46.6,0,56.5,57.7,0,0.497,-0.9296,0.0042,2401
08/21/2020,MSFT200821C00270000,0.29,-0.025,0.28,0.3,154,0.4501,0.0275,0.0022,1985,270.000,MSFT200821P00270000,67.45,4.125,66.6,66.85,5,0.4869,-0.9596,0.0027,0
08/21/2020,MSFT200821C00280000,0.2,-0.03,0.2,0.23,77,0.4756,0.0201,0.0016,845,280.000,MSFT200821P00280000,77.56,0,76.5,76.75,0,0.5145,-0.9688,0.002,4
08/21/2020,MSFT200821C00290000,0.17,-0.015,0.16,0.17,159,0.5001,0.0151,0.0012,2521,290.000,MSFT200821P00290000,85.3,2.15,86.45,86.7,5,0.5579,-0.9714,0.0018,7
08/28/2020,MSFT200828C00175000,32.03,-2.195,29.85,32.35,10,0.442,0.8577,0.0072,3,175.000,MSFT200828P00175000,2.24,0.27,2.12,2.41,30,0.4343,-0.1371,0.0072,70
08/28/2020,MSFT200828C00180000,26.98,-2.995,25.7,28.1,11,0.4297,0.8178,0.0087,30,180.000,MSFT200828P00180000,3.05,0.385,2.94,3.25,524,0.4255,-0.1787,0.0088,146
08/28/2020,MSFT200828C00182500,0,0,24.3,26.05,0,0.4441,0.7839,0.0093,0,182.500,MSFT200828P00182500,3.57,3.57,3.4,3.75,6,0.4201,-0.2019,0.0096,0
08/28/2020,MSFT200828C00185000,22.2,-3.6,21.7,24.1,4,0.4174,0.7703,0.0103,2,185.000,MSFT200828P00185000,4.2,0.625,4,4.35,88,0.4163,-0.229,0.0104,139
08/28/2020,MSFT200828C00187500,28,0,19.9,22.15,0,0.4121,0.743,0.0111,1,187.500,MSFT200828P00187500,5.25,1.125,4.65,5,18,0.4126,-0.2572,0.0111,222
08/28/2020,MSFT200828C00190000,19.88,-1.995,18.15,20.35,2,0.4097,0.7127,0.0118,2,190.000,MSFT200828P00190000,5.56,0.81,5.35,5.75,66,0.4109,-0.2862,0.0118,132
08/28/2020,MSFT200828C00192500,20.15,0,17.35,17.9,0,0.4079,0.6811,0.0124,8,192.500,MSFT200828P00192500,6.55,1.15,6.15,6.55,26,0.4079,-0.3172,0.0124,79
08/28/2020,MSFT200828C00195000,16,-2.375,15.75,16.25,13,0.4049,0.6486,0.013,47,195.000,MSFT200828P00195000,7.25,1,7.05,7.45,140,0.4033,-0.3513,0.0131,1396
08/28/2020,MSFT200828C00197500,13.7,-3.025,14.15,14.75,8,0.4014,0.6145,0.0136,3,197.500,MSFT200828P00197500,8.15,1.025,8,8.4,61,0.4019,-0.3835,0.0135,65
08/28/2020,MSFT200828C00200000,13,-2.125,12.8,13.25,45,0.3994,0.5792,0.0139,92,200.000,MSFT200828P00200000,9.33,1.305,9.1,9.5,28,0.3999,-0.4191,0.0139,331
08/28/2020,MSFT200828C00202500,11.6,-2.05,11.5,11.85,148,0.3974,0.5436,0.0142,32,202.500,MSFT200828P00202500,10.5,1.375,10.3,10.65,77,0.398,-0.4547,0.0142,121
08/28/2020,MSFT200828C00205000,10.35,-1.9,10.2,10.55,332,0.393,0.5075,0.0145,708,205.000,MSFT200828P00205000,11.7,1.475,11.45,11.85,37,0.3935,-0.4909,0.0144,146
08/28/2020,MSFT200828C00207500,9.2,-1.75,9.05,9.35,81,0.3923,0.4693,0.0144,378,207.500,MSFT200828P00207500,12.87,1.495,12.85,13.15,94,0.3916,-0.5269,0.0145,1396
08/28/2020,MSFT200828C00210000,8.15,-1.575,8,8.25,135,0.3892,0.4337,0.0144,501,210.000,MSFT200828P00210000,14.5,1.8,14.25,14.55,4,0.388,-0.5632,0.0145,54
08/28/2020,MSFT200828C00212500,7.1,-1.475,7,7.25,36,0.3838,0.3997,0.0143,333,212.500,MSFT200828P00212500,14.25,0,15.65,16.05,0,0.3784,-0.6036,0.0145,68
08/28/2020,MSFT200828C00215000,6.25,-1.25,5.95,6.3,79,0.3772,0.3622,0.0142,509,215.000,MSFT200828P00215000,18.25,2.75,17.2,17.7,2,0.3797,-0.6351,0.0141,28
08/28/2020,MSFT200828C00217500,5.25,-1.275,5.1,5.45,6,0.3742,0.3277,0.0138,85,217.500,MSFT200828P00217500,13.25,0,18.25,19.9,0,0.3764,-0.6693,0.0137,41
08/28/2020,MSFT200828C00220000,4.6,-1.025,4.4,4.7,373,0.372,0.295,0.0132,723,220.000,MSFT200828P00220000,21.51,2.96,20,22,1,0.38,-0.6986,0.013,16
08/28/2020,MSFT200828C00222500,3.9,-0.975,3.65,4.05,104,0.3675,0.2623,0.0126,196,222.500,MSFT200828P00222500,17.05,0,22.1,23.9,0,0.3828,-0.7265,0.0124,1
08/28/2020,MSFT200828C00225000,3.35,-0.775,3.2,3.45,201,0.3676,0.2343,0.0119,383,225.000,MSFT200828P00225000,18.67,0,23.95,25.55,0,0.3755,-0.7585,0.0118,1
08/28/2020,MSFT200828C00227500,2.78,-0.77,2.63,2.97,50,0.3657,0.2056,0.0111,108,227.500,MSFT200828P00227500,0,0,25.55,27.2,0,0.3544,-0.7999,0.0112,0
08/28/2020,MSFT200828C00230000,2.35,-0.695,2.25,2.55,72,0.3648,0.1824,0.0103,293,230.000,MSFT200828P00230000,0,0,27.65,30.05,0,0.3736,-0.8096,0.0103,0
08/28/2020,MSFT200828C00232500,2.03,-0.555,1.9,2.19,73,0.3646,0.1602,0.0095,36,232.500,MSFT200828P00232500,0,0,29.7,32.05,0,0.3676,-0.8359,0.0095,0
08/28/2020,MSFT200828C00235000,1.75,-0.525,1.66,1.9,38,0.3687,0.1422,0.0087,634,235.000,MSFT200828P00235000,32.38,2.23,31.9,34.5,2,0.378,-0.8482,0.0088,2
08/28/2020,MSFT200828C00240000,1.36,-0.33,1.25,1.45,162,0.3731,0.1122,0.0073,370,240.000,MSFT200828P00240000,35.44,0,37.25,39.15,0,0.4124,-0.8599,0.0076,3
08/28/2020,MSFT200828C00245000,1.05,-0.23,0.95,1.13,86,0.3801,0.0889,0.006,401,245.000,MSFT200828P00245000,0,0,41.05,43.85,0,0.3914,-0.9026,0.0062,0
09/18/2020,MSFT200918C00060000,143.7,-3.675,143.7,144.5,8,2.8868,0.9451,0.0004,1,60.000,MSFT200918P00060000,0.01,0,0,0.07,0,1.0397,-0.0013,0,3115
09/18/2020,MSFT200918C00065000,132.08,0,138.75,139.35,0,2.5689,0.9434,0.0005,2,65.000,MSFT200918P00065000,0.01,0,0,0.04,0,0.9165,-0.0008,0,1825
09/18/2020,MSFT200918C00070000,114,0,133.85,134.3,0,2.3041,0.9422,0.0006,1,70.000,MSFT200918P00070000,0.01,0,0,0.04,0,0.8621,-0.0009,0,746
09/18/2020,MSFT200918C00075000,124.25,0,127.8,129.9,0,0.02,1,0.0006,8,75.000,MSFT200918P00075000,0.04,-0.005,0.03,0.04,1,0.8523,-0.0015,0.0001,1852
09/18/2020,MSFT200918C00080000,119.55,0,123.9,124.5,0,1.8825,0.9411,0.0007,18,80.000,MSFT200918P00080000,0.03,0,0.03,0.08,0,0.8418,-0.0024,0.0001,672
09/18/2020,MSFT200918C00085000,122.61,0,118.8,119.45,0,1.6941,0.9419,0.0008,13,85.000,MSFT200918P00085000,0.08,0,0.04,0.07,0,0.7897,-0.0025,0.0001,1250
09/18/2020,MSFT200918C00090000,113.51,0,113.85,114.3,0,1.5321,0.9426,0.0009,3,90.000,MSFT200918P00090000,0.09,0,0.06,0.07,0,0.7536,-0.003,0.0001,1156
09/18/2020,MSFT200918C00095000,89.6,0,108.7,109.35,0,1.3825,0.9441,0.0009,0,95.000,MSFT200918P00095000,0.09,0.005,0.06,0.1,1,0.7239,-0.0038,0.0002,983
09/18/2020,MSFT200918C00100000,114.55,0,103.3,104.4,0,0.02,1,0.001,116,100.000,MSFT200918P00100000,0.09,-0.02,0.08,0.12,2,0.6967,-0.0049,0.0002,3355
09/18/2020,MSFT200918C00105000,91,0,98.75,99.65,0,1.1565,0.9445,0.0011,26,105.000,MSFT200918P00105000,0.15,0,0.11,0.14,0,0.669,-0.0062,0.0003,1340
09/18/2020,MSFT200918C00110000,102.01,0,93.75,94.7,0,1.0543,0.9451,0.0012,222,110.000,MSFT200918P00110000,0.1,0,0.13,0.17,0,0.641,-0.0076,0.0004,5304
09/18/2020,MSFT200918C00115000,97.47,0,88.8,90.15,0,0.9815,0.9429,0.0013,238,115.000,MSFT200918P00115000,0.19,0.015,0.08,0.2,8,0.5946,-0.0078,0.0004,4324
09/18/2020,MSFT200918C00120000,83.85,-3.65,83.95,84.65,5,0.8768,0.946,0.0014,748,120.000,MSFT200918P00120000,0.22,0.005,0.17,0.24,95,0.5827,-0.0111,0.0006,2626
09/18/2020,MSFT200918C00125000,88.4,0,79.05,80.1,0,0.8219,0.9423,0.0016,833,125.000,MSFT200918P00125000,0.28,0.035,0.17,0.29,12,0.5523,-0.013,0.0007,3279
09/18/2020,MSFT200918C00130000,78,0,74.05,74.7,0,0.731,0.9453,0.0017,763,130.000,MSFT200918P00130000,0.33,0.005,0.3,0.35,11,0.5399,-0.018,0.001,5519
09/18/2020,MSFT200918C00135000,72.24,0,69,69.65,0,0.6566,0.9467,0.0019,1369,135.000,MSFT200918P00135000,0.42,0,0.38,0.44,0,0.5203,-0.0228,0.0012,3201
09/18/2020,MSFT200918C00140000,63.76,-4.04,63.95,64.8,2,0.5981,0.9455,0.0021,2584,140.000,MSFT200918P00140000,0.51,0.03,0.48,0.53,41,0.4984,-0.0286,0.0015,5866
09/18/2020,MSFT200918C00145000,58.56,-4.415,59.1,59.9,1,0.5475,0.943,0.0024,1309,145.000,MSFT200918P00145000,0.63,0.035,0.62,0.68,104,0.4803,-0.0368,0.002,5606
09/18/2020,MSFT200918C00150000,54,-4.05,54.3,55.1,38,0.5135,0.9349,0.0028,2702,150.000,MSFT200918P00150000,0.85,0.105,0.8,0.87,6,0.4632,-0.0473,0.0025,9467
09/18/2020,MSFT200918C00155000,51.28,-1.87,49.65,50.3,1,0.483,0.9248,0.0034,4478,155.000,MSFT200918P00155000,1.09,0.12,1.05,1.12,18,0.449,-0.061,0.0031,4883
09/18/2020,MSFT200918C00160000,45.35,-2.975,44.9,45.45,11,0.4484,0.9143,0.004,3771,160.000,MSFT200918P00160000,1.43,0.17,1.4,1.46,12,0.4357,-0.0787,0.0039,8692
09/18/2020,MSFT200918C00165000,40.63,-3.295,40.4,41,7,0.4369,0.8911,0.0049,6346,165.000,MSFT200918P00165000,1.88,0.205,1.86,1.92,188,0.4247,-0.1015,0.0049,8352
09/18/2020,MSFT200918C00170000,35.35,-4,36.15,36.4,14,0.4214,0.8653,0.006,6048,170.000,MSFT200918P00170000,2.43,0.255,2.47,2.52,848,0.4151,-0.1299,0.006,10784
09/18/2020,MSFT200918C00175000,31.87,-3.08,31.9,32.2,38,0.4073,0.8335,0.0071,4168,175.000,MSFT200918P00175000,3.3,0.44,3.2,3.35,1220,0.4063,-0.1642,0.0071,5882
09/18/2020,MSFT200918C00180000,27.95,-2.825,27.8,28.15,42,0.3976,0.7938,0.0083,9021,180.000,MSFT200918P00180000,4.25,0.55,4.2,4.35,196,0.3992,-0.2051,0.0083,7631
09/18/2020,MSFT200918C00185000,24.04,-2.835,24.05,24.4,37,0.3933,0.7459,0.0095,5596,185.000,MSFT200918P00185000,5.45,0.65,5.45,5.55,56,0.3921,-0.2518,0.0095,5461
09/18/2020,MSFT200918C00190000,20.8,-2.425,20.6,20.8,101,0.3847,0.6943,0.0106,9950,190.000,MSFT200918P00190000,6.92,0.795,6.9,7.05,1045,0.3851,-0.304,0.0106,9893
09/18/2020,MSFT200918C00195000,17.45,-2.3,17.35,17.55,113,0.3794,0.6369,0.0115,5901,195.000,MSFT200918P00195000,8.73,1.005,8.7,8.85,81,0.3798,-0.3614,0.0115,3552
09/18/2020,MSFT200918C00200000,14.61,-2.04,14.45,14.65,470,0.3736,0.5761,0.0122,15393,200.000,MSFT200918P00200000,10.85,1.225,10.8,10.95,83,0.3746,-0.4221,0.0122,3515
09/18/2020,MSFT200918C00205000,11.95,-1.85,11.9,12,696,0.3691,0.5132,0.0126,1724,205.000,MSFT200918P00205000,13.15,1.375,13.15,13.3,111,0.3684,-0.4846,0.0126,7698
09/18/2020,MSFT200918C00210000,9.6,-1.7,9.5,9.65,831,0.3612,0.4491,0.0128,10881,210.000,MSFT200918P00210000,16.01,1.735,15.85,16,95,0.3627,-0.5485,0.0127,1420
09/18/2020,MSFT200918C00215000,7.65,-1.4,7.55,7.65,363,0.3553,0.3856,0.0126,3712,215.000,MSFT200918P00215000,18.95,1.9,18.85,19,27,0.3562,-0.6122,0.0125,766
09/18/2020,MSFT200918C00220000,5.95,-1.175,5.9,6,2446,0.3515,0.3263,0.012,34251,220.000,MSFT200918P00220000,23,2.875,22.05,22.4,2,0.353,-0.67,0.012,505
09/18/2020,MSFT200918C00225000,4.6,-0.925,4.5,4.6,675,0.3467,0.2696,0.0111,7177,225.000,MSFT200918P00225000,23.55,0,25.7,26.15,0,0.349,-0.7272,0.0111,84
09/18/2020,MSFT200918C00230000,3.44,-0.81,3.4,3.55,619,0.3438,0.2203,0.0101,12198,230.000,MSFT200918P00230000,30.05,2.925,29.6,29.9,1,0.3437,-0.7781,0.0101,442
09/18/2020,MSFT200918C00235000,2.6,2.6,2.6,2.68,40,0.3428,0.1774,0.0089,0,235.000,MSFT200918P00235000,0,0,33.85,34.1,0,0.345,-0.819,0.0089,0
09/18/2020,MSFT200918C00240000,2.03,-0.425,2,2.03,923,0.3436,0.1426,0.0077,8395,240.000,MSFT200918P00240000,34.64,0,38.1,38.45,0,0.342,-0.8568,0.0077,429
09/18/2020,MSFT200918C00245000,1.5,1.5,1.52,1.57,23,0.3454,0.1141,0.0065,0,245.000,MSFT200918P00245000,0,0,42.75,43.1,0,0.3508,-0.88,0.0066,0
09/18/2020,MSFT200918C00250000,1.22,-0.23,1.17,1.22,503,0.3479,0.0912,0.0055,8414,250.000,MSFT200918P00250000,42.15,0,47.4,48.15,0,0.3679,-0.893,0.0058,310
09/18/2020,MSFT200918C00255000,0.95,0.95,0.92,0.97,124,0.353,0.0741,0.0046,0,255.000,MSFT200918P00255000,0,0,51.5,53.15,0,0.3587,-0.9204,0.0047,0
09/18/2020,MSFT200918C00260000,0.78,-0.115,0.75,0.78,610,0.3591,0.061,0.0039,9009,260.000,MSFT200918P00260000,52.86,0,56.85,57.4,0,0.3752,-0.9275,0.0042,4
09/18/2020,MSFT200918C00265000,0.65,0.65,0.6,0.66,274,0.3665,0.0508,0.0033,0,265.000,MSFT200918P00265000,0,0,61.4,62.4,0,0.3616,-0.9499,0.0032,0
09/18/2020,MSFT200918C00270000,0.54,0.54,0.51,0.55,43,0.3748,0.0429,0.0028,0,270.000,MSFT200918P00270000,0,0,65.45,67.25,0,0.2648,-0.9917,0.0008,0
09/18/2020,MSFT200918C00275000,0.46,0.46,0.44,0.47,71,0.3834,0.0368,0.0025,0,275.000,MSFT200918P00275000,0,0,71.15,72.25,0,0.3736,-0.9653,0.0023,0
09/18/2020,MSFT200918C00280000,0.39,0.39,0.38,0.42,171,0.3932,0.0322,0.0021,0,280.000,MSFT200918P00280000,0,0,76,77.2,0,0.3746,-0.9726,0.0019,0
